Sub01;Sub02;Sub03;Sub04;Sub05;Sub06;Sub07;Sub08;Sub09;Sub10;Sub11;Sub12;Sub13;Sub14;Sub15
-338.500228842177;-852.610806986992;7079.23240779061;807.042455412397;1402.57804428926;7817.59031064551;1800.18372259637;2230.63531132093;3683.20925117056;1774.59228865834;2258.74922062128;3608.74757685282;-325.030586613814;-734.733007884536;7195.11712920205
-337.402788339629;-852.921674003965;7079.66898712889;806.049299951919;1403.41697041117;7818.70364754523;1799.20502793995;2229.61618337806;3683.66729628597;1775.68818934218;2259.85196287311;3611.5228061375;-324.471415497802;-734.197943122149;7195.08115571272
-338.122479098449;-853.292250028303;7078.13699730141;807.053332079265;1404.20002701765;7820.64400133809;1801.77122911533;2231.88443125542;3683.49308136255;1776.08221984965;2260.65103379574;3611.02769190804;-325.487390969233;-736.434870305038;7193.54163664762
-342.410442356832;-857.022567700886;7075.69050612769;807.366255938419;1404.37600599139;7820.01008446703;1801.32109371494;2232.60675499599;3684.06418415078;1774.3745271852;2258.10404973923;3608.98026285702;-324.36658236724;-735.727217218413;7194.3860270465
-338.125490253965;-853.236634937885;7080.79317002903;806.156361514825;1403.51692039908;7818.518720848;1800.17054506383;2232.32115903593;3684.2547244909;1775.84381635935;2258.6439223498;3609.20042920402;-323.985123369863;-735.469498632272;7194.10864988773
-336.105767033583;-849.819240188893;7083.1606915348;802.543466881314;1398.25275601086;7815.65043922099;1802.13626940365;2231.65584740392;3684.61393794256;1776.86653537326;2259.63010781248;3609.20292680678;-320.055020544661;-731.701801398589;7197.44650187242
-336.97780322113;-851.672918497506;7081.11160052199;796.871734232896;1393.10480850767;7809.39609292781;1801.41785965272;2230.17060996744;3682.47213508145;1776.15858323973;2259.04330870344;3609.03264367479;-318.585765937613;-729.276161256589;7199.69460663962
-335.102632197131;-850.87088541191;7081.84246259269;795.65628249261;1392.15681277123;7808.38987493093;1800.13984312179;2231.23282084783;3680.91304805847;1776.05563733868;2260.40658880063;3609.11507334702;-319.202540167241;-730.561508963619;7197.77405838071
-337.206600084732;-851.493012429648;7080.47250284147;794.489764747852;1389.42963396875;7808.44463557693;1800.21730134175;2231.65189906776;3681.39965822438;1775.65352380949;2260.29332546614;3609.87369093872;-315.615358220593;-727.623025028278;7200.26818062104
-339.77723782231;-854.095781118458;7078.07340738298;793.471307430046;1388.80381587642;7805.82871022817;1800.52131896134;2231.27366860426;3681.29226838634;1776.81498539542;2260.10411648772;3610.70487932164;-316.38702452511;-727.686029840958;7202.00516166253
-339.087419031076;-853.57463774732;7080.02177218884;792.230435881348;1388.47823278164;7803.61833327348;1799.13437232064;2230.79892682644;3681.51264323178;1776.42989284445;2259.61871199548;3610.57377152613;-320.878587743733;-732.546344976682;7197.85645467643
-334.831625166498;-849.106848000869;7084.69544613741;790.950435412669;1387.23686201019;7803.01609282032;1798.97717765049;2231.10069632856;3680.87402856693;1776.67556566976;2259.71446587174;3610.32556368691;-324.424812054858;-735.315163183543;7194.96084517312
-334.441856317607;-847.611373757394;7085.20328945636;795.134151052278;1391.45946763688;7806.78258142889;1800.99716817646;2231.54898681816;3681.49016722172;1776.37008299614;2260.41736112507;3608.96057453492;-325.502171127352;-737.302364985391;7194.21251986197
-338.943168663593;-851.211106863553;7082.001559305;796.474002458547;1394.12685050109;7808.91384437459;1800.53075343297;2231.42171418266;3682.84556232722;1775.17782886491;2259.20019267503;3609.26955525931;-322.903792591623;-735.863986216492;7194.27085011027
-336.768656209358;-849.478774597676;7084.79239512162;796.998208172603;1393.92191814105;7809.96345078226;1800.87501825708;2231.91029799934;3682.29355783249;1777.00831695187;2260.34797226631;3611.95596459255;-323.380072503093;-734.742407971766;7195.52193284136
-334.140353605372;-846.828076708352;7087.60601315648;797.642125263532;1392.86080260922;7808.02205500315;1800.72707146797;2230.64034471158;3682.00234846898;1776.25843004598;2260.72366278364;3612.13964393747;-325.370515487162;-737.387780558517;7193.7063650561
-336.218952912433;-848.962302899765;7084.67981687496;795.281247257831;1391.66323471466;7806.09418323342;1800.36254396594;2230.4077998947;3682.15349167696;1777.07429231943;2260.13269319029;3611.40076896372;-325.136226448013;-736.934822371896;7192.94521622087
-336.862060468703;-849.099569862584;7083.51119105015;798.005786195606;1395.16046417785;7812.04767523871;1801.94885560032;2230.08360583285;3682.16733114066;1779.30263442978;2260.86417306573;3610.96095286236;-324.78528135112;-735.444224484935;7195.75353381973
-336.83480268919;-849.590845209273;7082.59720341461;798.982187991256;1396.97198229493;7813.1876302757;1799.60091612064;2229.69014577252;3682.04200324333;1776.19844399424;2259.20461513706;3610.56520607246;-325.891326534309;-738.689587825815;7193.02381098857
-336.125534641439;-848.999060818471;7084.11399485435;797.81249204897;1395.72754185163;7812.19171821362;1799.7465944783;2232.12065646424;3682.10725468475;1777.31415959926;2260.02395689153;3612.11523093922;-326.025635445114;-739.440178948565;7191.71419596611
-335.784534372973;-846.653419590265;7087.81160735605;798.825285471434;1395.71369111302;7812.23945493624;1801.77263179211;2230.97794605717;3681.71371195698;1777.65814808036;2260.37378993216;3612.84289582961;-324.435771719706;-736.691061091403;7193.72647903585
-335.684599930729;-847.640787143078;7087.31175511246;797.353859700373;1394.86494582311;7810.16009568253;1800.07900829136;2229.76385659546;3681.83230196188;1774.84768210076;2259.49414155363;3613.9354559057;-324.873486549631;-737.064313867436;7192.84783169582
-334.307921438709;-847.987977001698;7086.69642506793;798.750348043336;1395.9108243738;7812.50909096136;1799.67688179119;2231.25490229716;3681.33692125039;1778.43868240951;2261.71073841259;3615.37129059955;-323.764104428377;-735.089055461471;7195.99045438169
-333.635661063091;-847.656933603132;7087.73631646079;800.250404625005;1397.91687030856;7814.11658924589;1800.09553137664;2230.9762267392;3680.99731916747;1778.79925623764;2261.61132255573;3615.42663229735;-323.28065030106;-734.566543505323;7196.40298048997
-334.435893744912;-848.51684811443;7087.29813797119;798.535674253615;1396.74406506054;7813.78475691687;1799.85457697439;2231.27193290323;3683.66061244553;1777.84680031867;2261.64382605002;3616.23162650385;-323.279750935531;-735.349237646483;7195.32878101134
-334.46565654961;-848.394065991966;7087.49202160692;797.813822869651;1394.87435783448;7811.4204776628;1799.01490509838;2230.96770785212;3681.93126973704;1779.0264218212;2261.1430870075;3616.54402492797;-321.686182542099;-732.309336428217;7198.54524456782
-331.36932938819;-846.459739973972;7089.72176128622;796.673219951461;1394.38156832133;7809.50194081481;1800.64623973071;2230.8083745363;3680.20954114944;1775.91009988116;2258.70384825026;3615.22000805701;-324.148882156113;-734.716512425788;7194.84408558901
-331.167732444982;-844.798967108599;7089.26201840934;795.65996179443;1393.47067362169;7809.46541029267;1801.29713204751;2230.98262300779;3682.34345332242;1774.98383534412;2259.22170610019;3613.82191930611;-324.680246763854;-736.132113906857;7192.75102931336
-333.123874930394;-845.240561497753;7089.06057142496;794.473290178579;1392.28634449053;7808.68620623948;1799.59393019202;2229.43528267045;3680.69150619091;1776.4071646804;2260.45476474519;3613.3231306106;-321.571656520558;-732.12166767812;7197.21579359667
-334.193341900073;-848.300876144249;7088.0973943014;796.040370430672;1394.24190561724;7810.2116865157;1800.39927185966;2229.79811846977;3679.73372827418;1775.86568236524;2260.06484577542;3611.45056673763;-322.873676089554;-734.35858515448;7193.79062607295
-336.816002114401;-852.150785148275;7084.22107478085;798.552611129035;1395.14207676495;7809.94783670958;1801.24177218566;2230.49144774556;3681.4267480572;1775.21590365428;2259.98534468205;3609.59439381609;-324.417292023677;-736.535440763291;7190.70888873611
-333.89068157521;-847.26471295162;7086.84934507445;798.063761399834;1393.44258966882;7810.18049300667;1800.48085765144;2230.13520682205;3681.165321514;1775.08584803308;2259.92036850607;3609.37321331008;-322.685051862353;-732.931194694428;7196.15518025998
-331.520350992277;-844.329243799128;7088.7652357576;798.356343716344;1393.78748283183;7811.00434850265;1799.00029814334;2230.37215220285;3681.26674183401;1775.91769343889;2259.72016352802;3610.08557590512;-321.808417086992;-731.582352652203;7198.08521757767
-335.287599286845;-849.609077019185;7085.73619105786;797.691407435876;1394.00868445698;7810.1286285677;1799.76682775651;2230.12387018647;3682.88814419326;1777.25112018871;2261.24688384504;3612.3831172168;-320.554983403157;-730.055482574476;7198.46885894685
-335.074943928935;-848.510652970982;7086.64397421488;796.673094401004;1392.74539463232;7810.90470576976;1799.53736714049;2229.04256903222;3679.79911564599;1778.29139806751;2262.25651100384;3613.576815356;-318.931094300117;-728.83726207105;7200.56920792108
-333.176847122048;-846.786021511373;7088.52863673245;796.350309533759;1392.9672036099;7810.55546691411;1798.27923750355;2229.87350273585;3678.58096113399;1777.99592661394;2262.12878367853;3614.02164506109;-318.869841372351;-729.41812694996;7200.31079563548
-330.292009929342;-844.328030705365;7091.04960660089;795.456370747435;1393.07365943082;7809.56364286176;1798.30033440354;2230.19399227917;3681.60478372939;1777.41870427615;2261.60934016264;3614.20316295651;-320.010198022381;-729.965671095242;7199.08008458791
-327.361993131587;-841.401565121166;7092.67646884426;794.794566377308;1390.70906581965;7807.45732803446;1797.24076891259;2228.60321624448;3678.64148400178;1779.12453684824;2261.57806862876;3615.02246892292;-321.304605653517;-732.877512927036;7196.80168225818
-330.796605719809;-844.036793550604;7091.12660947004;795.057776248729;1390.58411939612;7806.87792995773;1799.0114858283;2229.89479801737;3678.61023784722;1780.82404028861;2262.3477792683;3615.73410315427;-320.900947740731;-732.446794362835;7196.48932351317
-332.102726725581;-844.082526575993;7091.62389333761;795.918866160253;1392.23217629024;7809.42952211631;1799.97495028597;2230.83010276375;3681.65214314608;1779.89453121044;2261.41219423106;3614.56511799513;-319.120584107945;-729.374665455136;7200.54894601098
-330.961292520863;-844.646484891018;7091.5774007604;795.355267908222;1392.1049359197;7809.06729636421;1798.08192230477;2229.37474287891;3680.0762550661;1779.88138613544;2261.24673631354;3614.52397357074;-317.795476890242;-728.661487715889;7202.72152077835
-333.222064194248;-845.957028932042;7089.35136889577;795.776073224564;1392.9195632478;7808.50360544773;1798.51203362756;2229.44317363266;3680.50318109304;1779.31793554298;2260.94825272181;3613.08186519892;-316.687350324953;-728.205739580723;7201.12855111685
-333.434138410376;-844.784932971804;7089.51270809528;797.587148671803;1395.55322199204;7811.17252390799;1799.19548557481;2231.58935454297;3682.5696343242;1777.8392247469;2260.22805108046;3612.83507224339;-317.200055205881;-729.502221578423;7200.16722586587
-332.407961272829;-845.007728643308;7090.94369452546;799.032347635892;1396.40281516446;7812.40389552009;1799.38591598816;2231.86476022056;3682.10269061964;1779.62812738267;2261.17990893665;3614.40605080999;-319.131719394049;-729.783233957787;7200.19948582392
-333.170223949661;-846.373415087899;7089.26871600063;799.786685030744;1396.15430895328;7811.99486312397;1798.3592253115;2230.03093903775;3681.14272917829;1780.01241626694;2261.22953034816;3613.30430154265;-318.903998624448;-729.113221833582;7200.34287706511
-334.987878714471;-848.357094889391;7086.60078371065;799.06048936643;1396.1470890395;7812.6208809049;1797.75197912855;2229.75564822244;3680.75705589563;1778.45958721736;2261.11862360138;3613.98801729497;-319.707465789739;-731.622930213027;7197.40996611022
-334.827873548708;-847.647094671429;7086.94444480662;800.12643327222;1396.29031908346;7812.51838025466;1799.66164176429;2230.2986441436;3680.30605608026;1778.67138077358;2262.39332096119;3615.48188643579;-321.530668827269;-733.853903362069;7194.30558029123
-332.912948944038;-844.893364084296;7089.57669059801;800.825443622339;1396.54867754274;7811.53822939832;1799.31049472775;2230.44968139997;3680.69781997752;1778.70459191321;2262.16942771924;3613.9638761251;-319.514759228975;-732.840686773124;7196.6605972263
-333.95614096332;-845.210891997858;7089.22000638371;799.761027798537;1395.42576541344;7812.12367100665;1798.75473871295;2230.77813072364;3682.03638987995;1779.28302044339;2261.3093164048;3613.75724916098;-317.365935963062;-729.642766112352;7199.70873965096
-334.151397902696;-846.204144420694;7087.18748065983;801.091367810918;1397.35725516738;7813.63472257066;1799.32891854129;2230.62199292793;3682.37740627383;1780.13014410447;2262.26638575187;3616.63711980123;-319.781099302626;-729.813299110923;7199.32050705815
-332.554383711206;-845.381264967017;7088.50061178724;800.563363136573;1398.23260399117;7814.40720214446;1799.3524384512;2229.75240393205;3682.2585948501;1779.56714570743;2261.64804369357;3617.89300204731;-321.242186758545;-732.158554315176;7196.51287909161
-332.617203570003;-844.75517201231;7089.91235547606;798.836681883272;1395.34989102367;7812.92044463754;1800.47070774954;2230.99418968096;3682.85986522938;1780.12452445062;2261.79121464391;3616.93165256349;-319.86251518561;-731.059908440333;7196.49069855825
-332.258025436381;-843.272221263121;7092.01542276051;798.054974829445;1394.05280671484;7809.4532564928;1800.8198552187;2232.39309107009;3681.51076659881;1780.78435663429;2262.45303204031;3615.23621077015;-319.14640351357;-729.299112052778;7199.39197184966
-333.181418343783;-843.42179979535;7092.39890865068;796.89091731477;1394.58127604075;7809.31175888624;1800.34336392094;2231.1406696548;3681.26451499365;1781.32108311735;2262.24810237486;3615.09269571707;-318.585143050595;-728.589762261202;7200.21132502911
-333.621633456733;-844.340645292959;7091.01077757986;797.847549437957;1395.49261018725;7809.34407555551;1800.14882265578;2231.00674261941;3682.4943187798;1782.55220181038;2263.45990715391;3616.92897494826;-318.943072379351;-728.195776008524;7201.33911326872
-331.525012654068;-842.702123510987;7093.37956638506;795.493595039241;1391.61810841611;7806.58034989058;1799.42803378534;2232.09892169227;3683.5061593771;1783.38335780156;2263.23772960364;3616.7015409032;-317.877117826946;-727.755166383013;7201.41840737748
-332.026274447736;-842.997840798887;7092.80363839748;791.235591490163;1387.11926064012;7804.1342343046;1799.83321692618;2232.57937328999;3685.41357304927;1782.25821509136;2263.09559506296;3617.34530622988;-317.21552261188;-727.701665124755;7199.04967909399
-332.84358510852;-844.058705923058;7090.58003049413;793.297858959419;1387.81072376407;7802.78037335669;1800.80965730016;2231.93203118531;3683.03012470111;1779.44251032938;2262.67662467427;3618.00851413942;-318.582005803285;-728.250579870317;7199.90799874417
-332.506489514025;-844.649330423187;7091.26627977554;796.32129823087;1391.15131668251;7805.88757611034;1799.90859332619;2230.79782263484;3682.75280373742;1779.9619450028;2261.83970790404;3616.26155850104;-316.68376909244;-727.044228445727;7201.71092294305
-331.350181798457;-842.545723021191;7091.76499579222;794.777999071682;1390.48300813916;7806.36768803123;1799.70820370919;2231.02075209569;3684.74342027004;1781.50930476868;2262.77492474593;3617.36713079232;-314.165706596259;-725.293510888333;7202.80071396975
-328.870182851151;-839.468707456978;7094.68162314756;791.805478034586;1387.18272461968;7803.46467940973;1800.52220237874;2231.30534509669;3683.6379483084;1781.33867617913;2263.06406500031;3617.67857513197;-315.156161427321;-726.203260765192;7202.68820820612
-330.265046108942;-841.37735565955;7094.20952076947;790.271480425482;1386.12793456356;7802.2661243861;1801.47335423218;2231.90299965334;3685.13236857784;1780.97690798404;2262.08978637405;3616.2927950686;-314.813643678827;-725.023169758145;7202.59215283106
-331.836070227985;-841.818471049577;7091.870772817;789.324441569103;1383.39737093758;7798.0317792051;1802.6512482306;2232.44523983586;3684.58554216337;1780.93862873281;2262.60881121187;3616.99888332958;-313.102827084207;-722.919763474006;7204.93744223602
-330.507351699753;-839.799584555325;7094.5474986753;787.11973002672;1382.54838150699;7795.80263964948;1800.97280369672;2230.79778964369;3680.63109509212;1780.90873721889;2263.15987449161;3615.37495682423;-315.781733295303;-725.940409740795;7202.25790535831
-329.405754740448;-839.3953913919;7095.66125753839;785.210158152651;1380.9632843828;7795.42470585896;1799.18530119132;2229.49900699806;3678.41991432716;1780.01682073515;2261.47431048772;3614.05521893522;-317.137926643986;-726.561503698061;7200.48610829168
-327.437172605133;-837.936314129138;7097.04160847044;784.787987797343;1378.03369343053;7793.38383746262;1800.62186775828;2230.81893954756;3681.99902013739;1780.11904359503;2261.89221541515;3615.55767839945;-315.974153461036;-725.422847995116;7201.81638694004
-327.851052490498;-837.727965697074;7097.63975119197;783.14073884141;1377.73085627689;7791.29002306802;1800.91795628112;2231.73156004348;3684.91448715524;1780.6856460045;2262.82634662045;3617.54438896651;-316.487330957041;-726.224819195472;7200.73813586663
-328.306283459528;-838.415410227286;7095.5952125688;782.032341898429;1375.88334445053;7789.42635272344;1799.84294364711;2229.94769451166;3679.84287123779;1781.53043066583;2262.64393218129;3617.13256925166;-316.481270946351;-725.376532823259;7202.73013915463
-328.163310003929;-838.835894715654;7094.24077269735;782.870911537141;1376.30940702908;7790.75239084074;1800.44984567847;2229.73204707658;3679.3543771585;1782.47350362947;2263.58753174004;3614.97260847118;-315.682738074842;-724.354045361447;7204.61439241693
-331.546404542612;-842.63736719142;7091.05905424622;780.494600449726;1374.57369666751;7789.72182753573;1800.29979494862;2230.37838376579;3680.60854336642;1780.66358659451;2262.58101651999;3616.00902006404;-314.193537112354;-722.594815358719;7206.18934594986
-333.281470514668;-845.349168770141;7089.06446318626;775.053315279683;1368.72984584596;7784.6636266917;1799.28480601675;2228.57729209115;3677.4437506885;1779.40631179019;2262.73227402435;3616.30783320272;-314.50012285117;-723.963410282414;7205.1894867394
-333.793762443177;-844.789297687429;7089.92481142341;774.415691227062;1368.53404634592;7782.74320676266;1800.67175055352;2230.04184871762;3680.57062918518;1779.97251440599;2263.20959013488;3615.2236622047;-314.09466350991;-723.881832741538;7204.14600533324
-333.92840040961;-844.44261101997;7090.30737459881;775.918167409764;1369.80242025916;7782.66376525567;1803.17036094148;2231.08821991163;3682.9652111941;1779.85960006128;2262.37525576595;3616.04527688546;-310.853117466829;-719.219114876079;7208.05220045081
-333.485946905121;-844.486241197812;7090.08773906863;774.424884813138;1369.05199118643;7782.1616607491;1804.27001033812;2229.6244289692;3679.76999853845;1781.3713289472;2264.33647034418;3616.626209544;-312.3033428833;-721.096565068688;7205.9585925137
-336.599632114998;-847.384513031214;7088.27635828217;774.763340925427;1368.27988323121;7781.29844643088;1801.19924285381;2230.5958133803;3680.79695966147;1782.03024037876;2264.87230362405;3616.78448177474;-315.370786336877;-723.557380925983;7202.86637084725
-338.921560007914;-852.112261798598;7083.94900528238;776.94735867053;1369.78951785988;7782.4616598703;1798.99388020259;2230.10625783569;3682.64624815169;1781.65521108353;2263.52321498348;3616.44603487643;-314.308462443144;-722.320459616488;7204.84733078418
-337.567237900884;-851.098392235828;7084.29834680356;778.576592034569;1373.49737727977;7785.11320651681;1800.44762803067;2230.52849509508;3682.74509788087;1782.72608117009;2262.77176720646;3617.12603811906;-313.230507642191;-722.750057331284;7205.4024996215
-336.40635524186;-848.399862208024;7087.460030562;778.248372042102;1372.56031120865;7784.85601989523;1799.89280460993;2231.5537728689;3684.40762190641;1782.53600997959;2263.97491087262;3619.19863290033;-313.148004473773;-723.092324744483;7204.25328488421
-336.295489998835;-849.673061795708;7084.79418556686;778.274877825608;1371.48799902579;7785.87706529595;1801.01334321035;2231.00612730935;3683.98146906746;1784.29445859928;2265.75301684472;3618.16571174304;-315.449527765005;-724.190001508021;7202.33334114459
-337.272934041097;-851.126023453321;7083.34587812064;779.849369161633;1373.96107710632;7788.38146064684;1801.34909979601;2231.23097409689;3682.79726748375;1784.08132662202;2264.57074297128;3616.24081887772;-317.871149082696;-727.102754653526;7199.42292745736
-336.889158945122;-851.016950969511;7085.26459843867;778.271163942846;1372.47794884054;7786.73259545568;1799.87192650354;2230.93207710899;3683.84016038824;1780.52489465531;2263.37942565526;3618.51800714123;-317.827012172007;-728.53971538101;7199.2033621694
-337.573589316144;-850.951456110728;7084.59661374585;779.151856544613;1372.25981383253;7787.57967835488;1800.10485638951;2231.40005524119;3684.18063170937;1780.99888228667;2263.21048714607;3620.0320849657;-319.065392895561;-729.255890953874;7199.21799534049
-340.042258236901;-852.360086866332;7083.43281513791;783.061542956368;1377.61178369522;7793.03093192333;1799.50852569659;2231.50407205367;3682.07445958664;1780.87679961487;2263.18589525431;3617.93197296763;-317.911095820321;-727.628509101013;7198.23260469291
-338.256043051487;-851.750437893982;7084.14744700535;784.282074435888;1380.51417630569;7794.11961331015;1800.08111571914;2230.905540485;3682.95401847424;1780.83517425444;2263.48723497784;3617.51766612854;-316.832038220992;-725.693095180698;7199.93021490272
-339.970472064758;-853.53334258253;7081.92286798536;786.735777192047;1382.60125811837;7794.89751937006;1799.51016800676;2231.2556412313;3684.35268189815;1781.737398957;2262.84419517793;3616.63998808236;-319.165366387669;-729.501365515451;7198.00061885712
-340.924068908529;-853.758304840293;7081.20246772129;787.295068275076;1383.58843933867;7796.6497510861;1800.03049536163;2231.43867831996;3681.54210782507;1781.3083260315;2262.4417911632;3616.1904156103;-318.174097883489;-729.344795358649;7198.72916991474
-336.492727854403;-848.974341283961;7084.41661633152;786.728174278263;1382.0049264805;7795.31603800451;1800.78978509494;2230.94792094059;3681.73115282849;1782.2088423213;2263.35470633739;3618.56409209653;-318.838927750275;-728.976122855939;7199.97896299781
-336.480690457894;-848.918679594958;7083.95380418157;787.012634200343;1381.29500492784;7794.56917122415;1800.94888746074;2231.18530442884;3680.60946741049;1781.79313228913;2264.04472965489;3617.64200654947;-321.081236506276;-731.897155032425;7196.46896398136
-334.791751021357;-847.651057039366;7085.73086107331;784.403443425389;1378.48463025416;7791.63423408161;1800.91503615856;2230.41472433159;3678.00899737096;1782.14695514027;2263.92415695466;3616.35470300654;-319.55938403819;-729.707381019943;7198.6387442756
-334.860795462737;-847.889646968444;7086.01212094466;784.527931405999;1378.06924081603;7790.10776462659;1798.93888952895;2229.04228262924;3679.48251950636;1782.80243752932;2262.13892634839;3615.85738977031;-319.399351087492;-729.574265702505;7198.57405899916
-337.262493979682;-850.734316570054;7082.25663400094;784.325964045696;1377.75108919162;7791.72439349218;1800.27396328483;2229.65386805742;3679.3369758678;1781.53711095264;2262.76479140046;3615.62174897989;-317.328442964183;-727.872535673957;7199.2388688154
-336.548844134134;-850.283067592412;7083.28048167403;783.471563244353;1375.65012877997;7791.05053069433;1799.71690814621;2229.67502073744;3679.56501024;1782.12475926637;2264.32963925717;3617.35315383674;-315.464591164843;-725.121981467526;7202.34084920478
-338.038289930615;-851.048502038567;7083.16086703633;786.000643198159;1378.60599427721;7792.07150273064;1800.17498418608;2231.1928009772;3681.99580787094;1781.79437978541;2262.04243367399;3616.23042702115;-317.039382582969;-726.102881127784;7201.42210687592
-338.783929721277;-850.786705717111;7082.72445652066;786.934397702681;1379.62841311263;7792.63916716284;1801.49135244143;2231.119541665;3681.65791465986;1781.72781543939;2262.75767594721;3616.84150591628;-316.725711465344;-726.675337300574;7201.15728564892
-341.532311384631;-853.444574029958;7081.0107697174;788.416088181149;1382.05814028871;7795.77710868229;1800.22135874396;2231.1373476815;3683.28812983594;1783.23294698884;2263.75799701985;3617.75735699352;-316.729233201737;-727.044802666797;7200.57872728276
-342.51011144692;-855.730257443479;7078.76247128159;789.979932810076;1385.81287070575;7800.4148303989;1802.40713031892;2233.36056276667;3685.52555126472;1782.4275010642;2262.32842726005;3614.34708400444;-316.008974923051;-725.349766430078;7202.38048809376
-340.619387124167;-854.167488276332;7080.27273289695;788.918709314335;1383.17318024766;7798.73459883424;1801.93207609953;2232.13257577374;3684.09909462116;1781.49989301544;2262.34787810723;3615.78740498914;-315.308358033953;-725.579330980233;7202.33660291026
-338.722649116442;-852.750268189456;7081.59555360777;787.603239575562;1382.19810066699;7796.98623069136;1801.06044454988;2232.75387073344;3686.69281314906;1781.1483310052;2263.0030031617;3619.23251355957;-316.395176185171;-726.043155567597;7201.11201114074
-336.47427119938;-850.340908812937;7083.13389484347;788.979985788288;1383.92022022163;7796.79455387733;1801.69447900403;2232.15016265075;3685.39482113061;1780.66661119058;2263.62962653257;3618.58572623199;-316.697515906919;-725.612797373712;7202.96401193512
-339.553604483021;-851.409326276441;7082.10829450657;789.489237173233;1382.27919336901;7796.14230724643;1802.53045045809;2232.60216705015;3684.61164865912;1781.20884823762;2262.18178620239;3618.09692040182;-317.795459873047;-726.718909810439;7201.55254706004
-338.025019020784;-849.978832469674;7083.59141690713;788.440393514625;1381.77280143208;7796.3392326908;1803.41207423854;2234.49555470241;3686.99416712938;1781.26539607639;2261.94176900731;3618.39645513348;-318.64397614423;-726.559040729366;7199.78728166536
-336.458261947392;-848.543314961196;7084.89374502455;790.145250132592;1384.39582379817;7797.11453498869;1800.50545988108;2230.63793557759;3683.80374016079;1780.89464061751;2262.88474250251;3618.05401728504;-318.17537214604;-726.873357793959;7200.62937724146
-339.022844370979;-851.36288559187;7082.68068574689;790.062072092764;1384.15232278817;7798.56247906896;1801.09929120176;2230.88783005955;3684.55807636872;1781.68744868838;2263.00444509434;3618.8461199128;-316.14086565914;-724.456531975021;7203.0102303404
-336.759443367409;-848.742152963981;7085.65646292451;790.19035764175;1384.10926956271;7801.08337764992;1801.29455458446;2232.31798462365;3685.39823950817;1782.2496012981;2263.28590163574;3621.04987734993;-316.340690520735;-723.935935918769;7204.21833473645
-335.98111124039;-847.715496109612;7087.06143363459;792.918545820016;1386.40386935173;7802.21449792597;1799.14125126153;2230.20133481306;3684.48061116232;1782.64130578705;2263.06908072699;3622.4132146895;-319.327521503336;-726.808132460904;7203.66976786444
-335.34220161386;-849.571886312328;7086.58573086499;795.23508853156;1388.99022340061;7805.00742053433;1799.95334362147;2230.4656713579;3683.44408507642;1782.64177083032;2262.37101124327;3621.19422883281;-318.082434983813;-725.199466840125;7204.66311097246
-332.594421677948;-846.858674259754;7089.84584514682;796.916382497563;1391.32263075641;7808.29936021119;1801.02089446165;2231.25793861405;3683.09328586684;1782.65325190785;2262.69173450033;3620.21944988344;-316.916685927096;-724.877323936059;7204.78640834109
-333.365597812339;-846.763747133855;7089.66675402511;796.75325413288;1391.32100776192;7806.32082409923;1802.42251569275;2232.39203525821;3685.11002664117;1784.12518775529;2264.33895669751;3620.34011020229;-317.967744352238;-725.859646573548;7204.68902670304
-335.171814258974;-847.781300035669;7088.03364411271;798.029321532439;1392.68638612527;7808.09101837951;1801.53257416825;2231.20702774865;3683.09729927004;1782.91901294062;2263.64923334258;3619.46112016321;-318.931281081859;-726.642536333056;7202.71001876993
-334.95899007713;-846.578470853259;7089.45467309632;800.470967330396;1395.51059462036;7812.24446132577;1801.60777481993;2229.88687639876;3682.92794957083;1781.82907521091;2263.38443733173;3620.98501276531;-320.601848017017;-728.764821658647;7199.7793943301
-335.175328511587;-847.391464799989;7088.86028430693;799.874604727685;1396.13928192798;7811.55669171325;1802.35747585046;2231.89598229279;3683.97426506164;1782.89056528092;2262.72457974895;3620.34155234108;-319.233650377403;-727.403962166127;7200.94887236788
-335.187644074026;-847.485002401239;7087.86288921816;798.965447795995;1395.46899595454;7811.49640204265;1801.32322249033;2231.58192093384;3683.4929387615;1782.67014634568;2262.24949538745;3618.60106974456;-319.266261378692;-727.242784904442;7200.0122519996
-335.737763573868;-847.431290997507;7087.68911805296;797.951941248084;1392.6751829018;7809.37817549237;1801.15889584814;2231.85142253183;3684.54667852086;1782.35587063465;2264.30312814651;3620.36538683045;-320.566778617293;-728.99062569253;7199.27685854234
-335.487858598473;-846.472790046072;7088.53548855389;798.140693774452;1392.98420525325;7808.39978789466;1798.18207912889;2231.30146541255;3682.42762075813;1782.24945691501;2262.88002638095;3619.64758244489;-318.77546223976;-728.682743535583;7199.82259954822
-333.999437770939;-845.335651252256;7089.11563253885;799.186218256099;1394.36208248418;7809.13847296823;1798.55093593688;2230.4843894316;3682.41693192296;1782.51978555277;2262.09575303817;3618.53679388734;-319.717686245689;-729.286524599896;7197.96801435814
-334.739545915031;-845.589133084314;7088.03807538359;797.732235135894;1392.07188699504;7806.62652624951;1801.15207061232;2232.94238819104;3684.53947807264;1781.61407240505;2261.97284007293;3617.48282223554;-319.958873742416;-727.692246602254;7200.31837123522
-334.209360513242;-845.805435487819;7088.46654453265;796.444522855849;1391.57320032013;7806.11252467526;1800.74354657669;2232.74602465266;3685.12727264214;1781.11970845043;2261.44332742945;3618.40121888938;-318.684599713665;-726.348234624833;7202.3126385023
