Sub01;Sub02;Sub03;Sub04;Sub05;Sub06;Sub07;Sub08;Sub09;Sub10;Sub11;Sub12;Sub13;Sub14;Sub15
-340.174624537957;-846.800032859818;7086.7093300243;791.585725284297;1384.14907379672;7794.65223346306;1796.45933238922;2226.85282700164;3674.29329175893;1778.03264974831;2261.53652480838;3614.70950871622;-328.373087243444;-744.519181956948;7194.41697928223
-339.640861670672;-847.927569719299;7085.87263642893;791.076217003899;1383.25780227307;7794.2439724581;1795.34316931111;2227.1905614562;3674.86874873821;1777.95908794949;2262.1384802231;3613.37173042597;-326.685480890175;-742.428812706721;7196.86944771073
-339.656658195516;-847.735260675609;7085.68366709301;791.083016045026;1383.87522113685;7796.20349486202;1797.31676443486;2225.58236130569;3672.0915502193;1778.74906857924;2261.5663629379;3615.23679115685;-328.360252480527;-745.166958854151;7194.77555873916
-340.543739690302;-847.711870226426;7085.23529396682;789.560451794245;1380.45973291014;7794.8063628846;1796.62216247325;2227.18889096389;3674.28535888849;1778.70751301158;2261.09900071855;3615.02986847859;-328.310151275199;-745.539260342242;7194.4700000056
-341.438473376942;-848.395136954823;7083.79612828769;789.269363868487;1379.12761044546;7792.73689771944;1795.78285148481;2227.40609171529;3675.75031735177;1777.83117336311;2260.9297582689;3613.64119436564;-325.564988159032;-743.406722397814;7196.83045349759
-341.443420810379;-848.195464200111;7084.51062298947;786.824703901178;1377.75877719296;7789.36025922546;1796.96573611064;2226.22370178522;3672.03678165193;1778.26921063801;2260.95515724548;3614.29321350698;-326.518849747747;-743.994633879146;7196.31656390547
-342.051132763779;-850.325772312468;7081.75122286358;786.127161187685;1376.36758586314;7788.23442630076;1795.1470921692;2226.37022443078;3671.94557326536;1778.7642349136;2260.06005638309;3612.36328210591;-324.132333460642;-741.192085468308;7198.26684497924
-343.56419872951;-852.62272951938;7078.33553906266;785.690063317552;1376.66566310536;7789.51158250722;1795.5365598874;2225.27464494174;3670.17750559128;1778.4068724954;2260.21075290862;3611.12260600032;-321.347886457116;-738.906562601553;7199.75781862464
-340.976665048798;-849.392403711983;7083.38049921863;783.446832264043;1376.10982126151;7788.59141957053;1796.80202889484;2225.98922580664;3671.61252014168;1779.06885772534;2260.98644546234;3612.10384543295;-321.766119681945;-739.761912210531;7199.79476175074
-342.088730925448;-850.47156472617;7081.5150653362;784.5322459957;1375.08136381928;7786.62595695555;1794.86343310876;2226.66915104162;3673.60715609129;1778.32516039614;2259.9537951932;3613.16710697642;-320.745944706033;-740.112040800543;7199.71952219665
-345.635654735159;-852.807893121293;7079.14082567334;784.531795742367;1375.02316842432;7785.6864792293;1793.5667011277;2224.9238406462;3671.43255816926;1777.82252775519;2260.76192731515;3613.50578688768;-321.194895783101;-739.302358384192;7198.99264869055
-342.907762409058;-850.699301031586;7082.69424308493;784.625877538932;1376.90159426185;7787.65912231598;1793.18321766077;2225.15168185423;3671.40235530429;1778.3266046118;2261.29544613761;3614.34945310508;-322.274997748772;-739.07149410033;7199.57508477711
-342.368796952612;-850.478970090843;7083.50543812042;786.042828444609;1377.8811892166;7788.93093977507;1793.77000122496;2226.47201084052;3671.74584296621;1778.03611163008;2261.96652788805;3616.83242005982;-320.954138331178;-738.950237958799;7199.54217510682
-342.833992967317;-849.760444082218;7084.20015556313;785.403249713521;1377.70963785343;7788.66198120268;1793.1608695251;2225.53682402278;3671.88091905921;1780.83809035356;2263.53389879094;3616.61580269018;-320.690831848383;-736.9321533508;7202.28263760194
-343.777778483141;-851.737473533834;7081.06742138724;784.767832941461;1376.74589433693;7788.98594770656;1794.1879502773;2225.22715830737;3672.49992287589;1780.95384782887;2262.88073330793;3615.63395644874;-319.924866924447;-737.19317150984;7204.20400483945
-344.362663402046;-852.031998789803;7080.71778755518;786.699677743975;1378.37017152913;7791.01607000288;1795.3752884039;2226.60341072033;3673.94830389811;1776.222568255;2261.06823384151;3615.48962662028;-318.518790594064;-737.090474174091;7202.84439656626
-342.015420067205;-848.893830607524;7083.40242003006;788.599032026213;1380.2248248526;7792.68384372297;1792.9813185031;2225.71964029154;3673.64607306249;1778.30672261593;2261.49522950213;3617.44065570237;-319.152812297706;-735.859830120739;7203.72455497082
-342.8932606078;-850.513213531565;7082.05811871286;786.847452973891;1378.84334054149;7791.66061037882;1795.0791673628;2226.22331713449;3674.06847568858;1781.86161166186;2263.59839931568;3618.75274807859;-319.241971810692;-735.473105883618;7202.15346503237
-342.204200968018;-850.430395850739;7081.74165248834;785.769934875918;1379.22346166013;7791.04954981228;1795.72236571962;2227.25087389987;3675.05414820833;1779.02687996614;2262.69732646299;3616.88928950216;-315.84548112155;-732.423839073251;7203.7273779628
-343.192350214241;-851.425665234302;7080.76971032065;785.779195142454;1379.54548582824;7790.80267639912;1794.10395341412;2225.84002475375;3675.81352279297;1777.07500606978;2261.67081707472;3618.62799973551;-314.117083210815;-731.799249834377;7207.59192739152
-347.433711988779;-855.504367469638;7077.27815666652;785.153030142029;1379.2791769607;7791.09426224592;1798.14572076426;2227.9841318354;3680.48884575685;1777.89010865848;2261.66209486152;3619.35478963336;-317.525922796141;-734.439519650831;7204.22322306728
-348.311868251266;-855.819078814943;7074.59619376415;787.267783891692;1379.83799161481;7792.59721767642;1798.90014334081;2228.67757853419;3677.99987048829;1778.80952761565;2261.7928258344;3619.11328170048;-318.144404350106;-733.666015578926;7203.96035538118
-350.265341699994;-858.591007405625;7072.37089529436;788.479268058425;1380.52401956598;7792.62208859547;1798.6253366326;2226.1650297603;3674.52433331836;1778.80975351359;2262.14648243152;3619.34385734551;-318.578954135222;-734.657722738264;7203.74960204408
-351.045668830782;-860.667562281789;7071.77998332922;787.178491562866;1381.4802655635;7793.13985620515;1799.9760848042;2227.2884881921;3678.87143816308;1779.83714720561;2262.10265027441;3620.06917767604;-321.216196592527;-737.826708371592;7199.95339556237
-351.397643697704;-859.097654395862;7073.27356231704;787.943795172269;1380.80950031309;7794.55698952883;1798.75410995038;2229.18945690074;3678.20001850799;1782.23128749008;2264.41445495522;3623.58249085559;-322.674949742096;-738.495001255293;7199.51938614381
-351.84655523851;-859.298680881733;7072.9351140057;788.496682136812;1380.8180360706;7794.25592660739;1797.75255132822;2228.03220491759;3675.94518480545;1780.90276677694;2264.15994783394;3621.62244072336;-324.781715156022;-740.953763765944;7197.53090216197
-351.021465850019;-859.162293596061;7072.1645312959;787.4942215483;1380.50453543057;7792.96854867399;1797.93222253845;2227.60692132993;3679.1011061522;1779.38777729562;2262.04904901715;3619.54717439559;-325.435597458315;-742.899335505234;7195.87121639256
-354.220835390209;-862.859239432912;7068.66283642499;787.486974089926;1380.42292126608;7793.45420927558;1799.19429416605;2229.50101260403;3679.56835114249;1780.69765474662;2262.87364800138;3621.54599592604;-327.808108972031;-744.200249420807;7194.89688110269
-357.873571949074;-867.623731197884;7063.536184143;787.863613312757;1382.00294845433;7795.07205653016;1798.71702517172;2228.85728125005;3676.80635997382;1779.971087324;2262.6610829193;3620.67635947204;-329.521196915145;-745.841472589492;7193.40282676038
-358.090964210883;-866.169838298578;7064.4233674601;788.903007141986;1381.44529596861;7795.29078322917;1797.11135333358;2227.71659504243;3676.25407564448;1778.36737597783;2261.03126423104;3617.83894286414;-327.155128085436;-744.322864059947;7195.42920902146
-357.065315905287;-866.043823331779;7064.57393818135;790.408390497251;1381.99302666298;7795.74710412166;1796.81168668146;2228.96888744325;3677.09915215405;1779.1838543738;2261.84103989868;3616.94221317536;-325.849147875888;-742.106001785611;7196.49709960416
-358.416754380336;-869.008132464528;7062.65237894473;789.614721247816;1383.09551317232;7796.7000486004;1797.53243777401;2230.06702251671;3678.53854979841;1779.88097523605;2263.15263568458;3617.65650221914;-325.398303630864;-742.405856153985;7194.0748412083
-361.040214572301;-870.896898141973;7060.54181150532;789.693271886518;1383.46266607398;7798.48285607108;1797.23867032214;2229.50678229663;3677.66471878004;1779.71106102042;2261.04903463696;3615.06624407968;-326.459572340489;-744.530995244164;7193.75322552036
-364.415191614091;-873.256863406834;7056.39828341315;791.843723528806;1385.00844886703;7799.52717050645;1795.62216417215;2228.76973226854;3677.75499075925;1780.3909777031;2261.52218860191;3614.93650758805;-326.273699283682;-744.425175332322;7196.01977839432
-367.971081525928;-876.773090855788;7054.54206223991;792.595922071953;1386.75665659212;7800.33938584554;1795.82779455638;2229.04593535171;3677.92609556131;1780.51079171498;2264.18471404791;3618.17997935464;-325.128983841545;-743.623962165417;7196.51665956705
-365.420067275058;-876.575192846873;7054.7389591133;792.986858898994;1387.91596261716;7802.5730916943;1798.55020657572;2229.87512297171;3677.52581831304;1779.7487576924;2262.7182976095;3616.18768999651;-326.801350508935;-744.836851558573;7194.38616351636
-363.209312214187;-873.413437600361;7056.27107537226;793.256581316321;1388.55326397533;7803.4350671891;1799.32106165982;2228.98474546799;3679.7323027154;1779.57153618098;2261.61167357785;3615.33559712457;-327.917511731157;-745.907369571456;7193.270981092
-364.676416598513;-873.890003071629;7055.19155618006;792.828720784457;1388.78632660948;7802.68584375408;1797.01031137039;2227.14068675985;3680.14149276233;1779.79430095478;2262.15180665649;3615.88773708495;-327.753206622296;-745.233153991115;7194.58614951275
-364.592143135526;-874.843129453999;7053.80889378927;794.636573331158;1388.49716204121;7802.05253389062;1798.66328882111;2229.63178243833;3683.00815955673;1779.57589097538;2262.62990889735;3615.48886955318;-327.602422214043;-745.064495535041;7193.25784818667
-363.112937247966;-871.747260999924;7058.341272908;795.941408353582;1389.09010773474;7802.92904090101;1799.40280126243;2230.0943822846;3683.16119445308;1779.97931515284;2263.50399354001;3618.20814812518;-327.873395129476;-745.863642791936;7192.99222835669
-360.822260540543;-868.918087181385;7060.7419930667;793.774404584962;1388.86016073846;7802.0210514616;1797.86754750384;2228.70881211993;3680.74382724934;1780.17612559395;2263.03679497205;3617.48816180667;-328.021894725844;-745.658323269869;7193.75162326325
-359.605199484681;-868.070145708266;7061.6733751908;793.591654527663;1387.7047884318;7801.18872752064;1800.32500773129;2230.75923269055;3683.21255270883;1780.0145257516;2263.14604911998;3617.07691824282;-329.401957113929;-747.495171134836;7191.6966762157
-358.009090393734;-866.002758946436;7064.16064290383;796.011929830576;1389.69802092466;7804.75325380706;1800.90830222472;2230.49174690197;3683.06237200893;1779.3886130764;2262.51707068181;3617.05434176329;-331.497944108153;-748.25374813738;7190.82976393978
-357.297298533998;-864.947533783678;7064.72085520031;798.063238639024;1393.22043575408;7806.8239922428;1801.1164204278;2230.62655604974;3683.38192039625;1779.04405317468;2262.25238419195;3617.03557714139;-332.346525879327;-749.001546867439;7188.3893208125
-357.603368378592;-865.535416762991;7066.05595212305;799.667495321875;1395.24839984249;7807.93760410194;1801.44138392962;2231.04499761348;3683.89624870023;1780.38650024603;2263.52358557338;3620.34151128463;-333.650343029262;-752.186273143981;7186.17227203709
-354.648015744832;-863.568746272855;7067.87218011128;799.431565154396;1394.89944010332;7809.2752968434;1800.14100788253;2230.65168255476;3683.29571966253;1779.62757212987;2261.7809734994;3619.30920323549;-333.953752625854;-751.972947662062;7185.48095831655
-354.829873994576;-862.894076413197;7067.93722342697;799.775727419169;1394.21702598372;7808.2182341128;1801.37190082154;2230.71403730447;3684.78308796734;1779.53426207862;2262.46767528943;3620.82227228305;-334.932816638998;-753.512051740985;7183.1252269611
-357.83429177474;-864.360529625639;7066.79404130827;802.04067482065;1396.5734181072;7810.03313481081;1799.93244617552;2229.59078627185;3682.15363715433;1780.19991019287;2263.50069751776;3621.89977417891;-338.41926866925;-756.260828316025;7181.45123873604
-355.556241299109;-862.860582102506;7066.64450636546;801.615834218971;1397.06417328153;7810.94502425231;1799.03985651667;2229.58974210555;3680.50130662202;1780.68682162399;2262.37893785448;3619.94065866187;-339.935528796272;-756.32904819341;7178.65754107974
-351.197163917496;-860.137597470035;7070.11531375887;801.717673126492;1396.34003623905;7809.1710423315;1799.84483817122;2228.27022201561;3681.583667909;1783.41524462026;2263.68878644345;3621.90912517361;-338.487853774617;-756.976778674197;7177.54525881297
-349.65508922503;-858.105674217534;7074.62420187433;802.366004959951;1396.97586304601;7810.53034124692;1799.13073299441;2229.46722591611;3682.53135718224;1783.05413483012;2263.79470850714;3621.05301792308;-341.390883075542;-760.50834079615;7176.28558817863
-348.72013674241;-856.239639074663;7077.17494105712;800.669307866741;1395.48548760573;7809.2498249131;1799.57769529438;2230.82575315961;3682.72086553605;1781.62209123717;2263.58813491307;3621.08256020746;-346.521303500688;-765.847573602747;7169.54802727639
-345.848809645691;-854.274080293468;7078.10738787242;800.589945954259;1394.49977800373;7807.12092302643;1796.95294341579;2227.59117460271;3680.37484796035;1781.31183390002;2263.22144156897;3621.04760800604;-346.097703846021;-766.132896927331;7167.96293637877
-344.48680037985;-852.461170331718;7078.0871459834;799.206951427679;1394.64542142957;7808.49005567296;1796.48592382735;2227.56607088946;3681.20065288616;1781.10992816867;2262.74290542561;3618.6608280369;-348.037498404494;-767.549461002632;7167.4678957763
-344.077517197561;-852.383610779691;7078.67257249759;798.883570276236;1394.49885939792;7807.71077271664;1799.31471727402;2228.20549712982;3679.53004812308;1780.9964928612;2262.77341889976;3618.45831647383;-351.201572654836;-771.30843687059;7163.69941939837
-342.524114217113;-851.813148563705;7079.54268948989;799.743363819745;1393.44989927355;7805.62692040595;1798.39199110283;2228.45693314876;3677.84843740322;1779.7648146989;2261.78659440976;3616.55554067082;-350.854941089602;-770.441248273;7164.30905411435
-341.926237721509;-850.473968956817;7081.35242330106;796.105801590031;1390.7854120609;7803.50083357029;1798.15748600009;2229.67969487141;3681.84512945788;1780.48032727986;2261.88232635241;3614.97931677905;-350.645382899922;-770.586766342444;7163.80487146029
-343.862708572985;-853.090012246389;7080.55592359417;796.136824386843;1391.95453380178;7805.80396592003;1799.15639750769;2229.50956743099;3681.79431353606;1779.36075447757;2261.57436823722;3616.1861444453;-352.186628461936;-773.071227932669;7160.77477245616
-345.397836749927;-854.829319903365;7079.08087491085;799.579836841872;1395.62497991647;7810.56926043117;1798.60732520626;2229.56768134212;3681.4010027639;1778.99642797946;2262.53796063337;3617.12823729635;-354.862619029226;-774.79652568982;7157.98032024272
-343.449637630666;-851.866289337016;7082.19589149398;799.918074866859;1395.85781290431;7809.53881778944;1798.67754127734;2228.6854555347;3681.0766016588;1781.21065117218;2263.48512610384;3616.27837287651;-352.597783316035;-773.357682543484;7158.51072406001
-342.874252790664;-851.10386224802;7082.33044178252;797.029062996905;1393.23850903812;7807.33064115106;1799.29146968872;2228.25125850016;3679.6521810526;1780.1525791747;2262.74785721781;3616.86843995365;-351.496108536436;-772.440856774692;7160.06960567327
-341.815508488436;-851.033451290789;7082.76380084549;796.265654105197;1392.44453460499;7807.43407462775;1800.03567309017;2229.09366982175;3680.53210237642;1780.24596066019;2263.65748230769;3618.84526020823;-353.430870966263;-773.21687294845;7159.69769742883
-338.684349598808;-846.816820668026;7085.67143518851;799.113286300547;1395.11761430123;7810.14187243542;1800.36028823049;2228.38783950181;3679.98580678156;1780.25270547433;2262.59073834667;3618.62834640275;-352.291570957498;-770.989223201316;7161.47261755083
-338.280456413841;-845.65843645923;7084.49841648284;798.831807722212;1396.48634816753;7812.46585261836;1799.65217812397;2228.12434255145;3681.4938460224;1779.69091192912;2261.63259630003;3618.14656076581;-352.264433098847;-771.704422945257;7160.98110465245
-338.42241726281;-847.677868795015;7083.63466269993;798.840508535762;1396.50941390841;7813.44176294134;1801.67220107443;2229.57441831827;3683.51328174034;1779.84053015933;2262.03180062554;3617.03772245216;-351.955101543773;-773.179123293153;7160.90781618479
-338.943005881389;-848.664974290338;7082.86063103485;799.660573267298;1397.49377817946;7814.72627112787;1802.53865593735;2230.06655875496;3683.25014802377;1779.12695982317;2260.7584231762;3614.56977686538;-353.062734506046;-772.541288523069;7161.43018768034
-340.031517305467;-850.4097644158;7081.67885248279;797.958181641991;1396.52410890511;7811.34016541051;1800.34696283413;2229.37865905306;3682.73210846213;1778.77122734198;2260.60348264533;3613.16774930497;-354.954909430121;-773.780459088291;7158.32616756853
-341.419126001375;-850.013994590749;7081.49868646188;798.663345491209;1395.88076908567;7810.68275711266;1801.432853216;2229.78882713201;3681.01606754723;1777.2377251952;2260.47898484514;3611.27341888782;-353.342511878868;-772.623843853639;7159.43538501162
-341.576670502671;-849.046179009757;7081.44853945107;801.192380906673;1398.38167221444;7814.17621107127;1801.02628591368;2231.8842498203;3683.95731304089;1778.42886803944;2260.06407508175;3609.80335481576;-353.766260291131;-772.648700961085;7160.80073561686
-340.67719145735;-851.212719415168;7079.85617180485;801.266284563471;1398.82891893993;7812.57222394981;1799.8798752583;2231.25114807198;3684.19368155602;1778.55056215694;2260.363642638;3611.12567842466;-353.905082994215;-773.768317169402;7160.25113025592
-344.108687938882;-854.832993893194;7074.73273282306;802.698220428105;1399.64176366636;7813.75058678918;1801.23188197731;2229.31551234027;3679.33384694475;1776.88501402504;2260.09649800821;3613.29363264131;-352.927007702297;-772.167086421634;7161.82916159518
-345.303393763686;-855.235802154258;7074.3366785396;804.311803027744;1401.9565403152;7815.95885129295;1801.40165969134;2230.15486417479;3680.93281532125;1779.06463487744;2261.17248965167;3617.28041411447;-352.593110110631;-770.592315051772;7162.81297299253
-343.258656382172;-854.345399584247;7076.10909519622;803.54341305263;1400.99928388618;7813.95292731047;1799.05361995291;2227.87963122587;3679.71458140241;1779.40966617447;2262.6210980205;3619.12328481117;-350.250521188922;-768.727052188188;7165.01665027622
-341.555464802356;-854.450416985573;7076.58801823897;805.731947756525;1400.76374954437;7815.52570255334;1796.54380477616;2227.72668010058;3678.1705630904;1780.23521552504;2263.16320876678;3619.98217261898;-350.167659811632;-768.465517641273;7164.69216303715
-337.896440082042;-850.381123847711;7080.52023977877;807.256535031257;1403.34940611019;7818.29441232936;1797.32638075259;2229.62882732344;3680.71318980134;1781.32664408467;2263.48075483609;3621.08754036704;-349.592391695499;-766.33221426917;7165.76098540497
-337.92890313724;-848.80575356729;7079.9847074372;804.815240545693;1402.36096164732;7816.05485453466;1797.43681212641;2227.97352126091;3680.82921444278;1781.55351788656;2264.31409331607;3620.87301186724;-347.761317396627;-766.083697382231;7167.5659103608
-339.032141842258;-850.890255623362;7078.67837943936;802.748898473797;1399.12411819519;7813.9986640209;1796.78341713113;2228.42546158559;3680.73451496649;1782.98502274001;2264.0946843162;3622.40979771701;-348.427914650629;-769.685384860311;7163.76425384721
-337.716976855561;-848.654756099505;7082.39521797623;804.555578691669;1401.20586376561;7815.94425112868;1797.62348463999;2227.39942196989;3680.02433233233;1781.33076752033;2262.00891714067;3619.78473135771;-346.665724084761;-767.41906715976;7165.65798073342
-339.523996579999;-848.829160782654;7082.44512834602;805.54427184743;1401.94712491903;7815.97473460056;1798.74672862788;2227.98713005447;3680.99910367538;1779.82912755123;2262.79387065147;3619.06870388344;-347.309464949158;-767.02343468703;7167.39285563315
-341.473158757239;-850.743536081521;7079.62536278673;802.849614555969;1399.45994770547;7815.24665834239;1798.77952608792;2229.0624549143;3679.35394526153;1780.06348861605;2263.68035969736;3620.04488332722;-347.140757691589;-765.953897140713;7168.8512056824
-342.239601021778;-850.66693400548;7078.14106278971;801.933529491148;1398.4746009381;7813.91035864799;1797.61443398906;2227.55684865488;3677.67564670497;1780.06366695362;2261.49989539394;3616.1590784276;-341.791678234144;-760.273954740146;7173.46784968546
-343.201054487499;-853.000720163901;7077.22959852519;800.56958957201;1395.92848377975;7809.92803488266;1798.56985142035;2229.36513932682;3682.09536830425;1779.03240272562;2259.77510728767;3615.27810144778;-342.398900373551;-760.941915843952;7172.0063718648
-341.424330903474;-851.871559735747;7077.71672635025;798.370186243929;1394.07859255714;7807.28428950971;1799.23050735592;2229.48443256091;3683.35172363432;1778.30142604681;2260.47796028332;3615.6063397835;-342.914605177685;-761.954651304228;7171.69420982257
-341.832635799047;-852.096088159672;7076.89911614654;795.592483891591;1392.0557018087;7805.13520283634;1798.9511137736;2228.68497248051;3681.82476201669;1778.70700703186;2261.34556082917;3615.33499398395;-340.490206923227;-760.651204898515;7172.91687420865
-343.848487040708;-856.147484460562;7072.48877352057;796.191437854883;1393.14802118148;7807.21467762125;1799.69555233553;2229.05644746321;3681.69804977618;1777.35969976792;2260.81291866656;3616.13450972169;-340.811120361772;-758.895166149109;7174.83465188275
-340.580987292487;-852.368325077864;7075.07293736502;801.028109432411;1398.19761537048;7812.38028769035;1798.37505556258;2229.52739008613;3684.92851376578;1778.31334674059;2261.66950722822;3617.19615798888;-340.237101259701;-756.823022027627;7177.19069855166
-338.692729030547;-848.978643515713;7080.78309511709;800.185675123206;1397.57098763453;7810.64974603511;1797.32979592438;2228.58155144986;3684.92352109759;1780.29291225195;2262.82059426006;3618.5131969162;-339.072303829461;-757.652708886461;7176.85693421513
-338.340267822625;-847.905773941367;7082.3320128782;799.513461500835;1396.20412958954;7808.24505830438;1798.95654071631;2228.03350590482;3680.46490488451;1780.49416942133;2263.54104991684;3619.36575703332;-337.581319608815;-756.916349036191;7177.74444470274
-334.900375917268;-844.16728513272;7084.87182977056;802.397785065473;1398.17893588438;7812.2791472101;1799.17938155577;2229.55263543548;3681.19358283773;1780.30564038351;2264.35210007012;3617.23997301825;-335.262781417275;-753.57006261588;7180.29978649032
-336.586426766369;-844.437907419181;7083.08900921788;802.523153213543;1399.37509686161;7813.79143585605;1799.03597787289;2228.34474786431;3681.34696960829;1778.95614224453;2263.38742035676;3614.09318888796;-334.306749612516;-752.136655983739;7182.45064346364
-339.200231442141;-846.527406331345;7082.22883671262;802.669944894336;1400.42646430451;7812.69553726647;1800.63110766199;2228.94926890653;3681.09701091789;1780.37361009274;2261.80657686299;3614.93429277964;-334.997021760633;-752.279263493338;7182.67011183842
-337.449727417257;-846.602463383008;7084.11107831344;803.066654775858;1400.64274146503;7814.48212766983;1799.47912131898;2228.85425351674;3681.15053503285;1780.54662683729;2261.61216464762;3615.71744769352;-333.575144321211;-750.582861848187;7185.2795100932
-337.517730822727;-845.505902576847;7083.44415994173;802.381840296339;1399.73914456073;7814.34456355289;1799.34175366546;2228.18033215275;3679.06231257423;1778.43088187077;2261.35624267513;3614.2921407874;-333.040351254465;-750.942519460392;7186.05083405912
-337.841216448783;-847.155911227284;7082.39421869947;802.499187627503;1400.334382565;7814.57472619154;1801.99186952707;2229.85831208392;3678.74814905621;1779.59808405913;2260.20763319653;3613.28485685745;-335.828765025297;-753.405420711336;7182.91710984978
-336.857322336736;-847.088084337143;7083.16277831243;803.361211893816;1401.47712436834;7817.21340735489;1802.06006649463;2229.6754596174;3680.02068987302;1779.84694380398;2261.01521354917;3615.98941730306;-335.020149145758;-753.694999118725;7182.81799405011
