Cz
-33918.26
-33939.43
-33931.24
-33929.99
-33925.79
-33922.3
-33937.82
-33936.12
-33933.72
-33925.01
-33917.47
-33939.58
-33935.6
-33940.16
-33928.36
-33913.25
-33934.71
-33940.65
-33939.13
-33923.98
-33932.99
-33950.71
-33945.73
-33939.71
-33932.27
-33932.96
-33941.05
-33939.54
-33945.79
-33928.14
-33917.68
-33946.0
-33947.7
-33940.95
-33931.76
-33940.59
-33955.03
-33942.17
-33930.75
-33921.01
-33919.2
-33936.79
-33934.6
-33937.99
-33925.52
-33915.29
-33935.4
-33932.63
-33921.77
-33904.04
-33902.16
-33924.92
-33925.3
-33919.33
-33910.77
-33907.95
-33918.12
-33921.72
-33921.39
-33908.89
-33893.13
-33918.12
-33923.71
-33915.91
-33910.5
-33918.73
-33935.96
-33937.01
-33924.09
-33918.93
-33908.24
-33922.06
-33927.22
-33916.25
-33905.83
-33900.42
-33922.06
-33935.16
-33941.95
-33939.04
-33938.2
-33952.01
-33939.36
-33924.43
-33908.33
-33894.14
-33902.84
-33889.73
-33894.5
-33880.73
-33878.0
-33903.24
-33901.94
-33897.74
-33887.23
-33889.76
-33910.9
-33914.88
-33911.2
-33899.13
-33894.88
-33910.12
-33911.77
-33915.17
-33898.7
-33894.72
-33916.25
-33925.52
-33910.48
-33900.71
-33904.93
-33926.19
-33935.13
-33926.15
-33918.41
-33912.94
-33940.34
-33951.58
-33953.21
-33948.79
-33946.11
-33954.82
-33955.45
-33949.55
-33946.29
-33947.07
-33968.77
-33975.25
-33971.61
-33955.96
-33950.0
-33969.64
-33967.32
-33973.11
-33965.51
-33965.02
-33985.09
-34002.34
-34007.73
-33985.98
-33978.94
-33994.07
-33994.61
-33982.7
-33965.57
-33971.12
-33985.29
-33978.03
-33973.58
-33973.33
-33968.26
-33974.11
-33969.53
-33974.54
-33965.8
-33952.61
-33962.74
-33972.95
-33978.29
-33961.38
-33947.34
-33980.82
-33982.83
-33965.53
-33959.0
-33969.46
-33977.24
-33983.23
-33976.48
-33967.21
-33972.82
-33987.12
-33986.36
-33981.16
-33973.36
-33964.82
-33988.57
-34003.17
-33991.5
-33970.87
-33968.84
-33986.79
-33982.61
-33982.52
-33980.06
-33970.07
-33981.85
-33980.89
-33976.64
-33971.9
-33958.54
-33983.08
-33982.43
-33973.18
-33970.38
-33964.97
-33980.11
-33983.99
-33982.83
-33968.53
-33967.79
-33992.4
-33996.64
-33997.32
-33993.7
-33978.61
-33981.27
-33991.84
-34007.86
-34006.17
-33984.91
-33996.29
-34016.92
-34016.83
-33997.2
-33977.24
-33993.0
-34000.78
-33997.49
-33977.54
-33973.58
-34002.39
-33994.95
-33984.6
-33993.34
-33977.22
-33987.28
-33989.56
-33985.31
-33980.26
-33964.68
-33969.42
-33972.15
-33968.01
-33957.35
-33955.52
-33999.35
-34003.57
-33996.51
-33984.89
-33973.96
-33983.05
-33976.26
-33968.82
-33948.99
-33958.2
-33985.25
-33984.8
-33979.5
-33969.78
-33955.59
-33983.84
-33992.58
-33983.79
-33970.25
-33968.37
-33983.84
-33986.65
-33984.89
-33968.62
-33958.29
-33976.89
-33984.91
-33993.67
-33983.21
-33958.27
-33972.86
-33985.87
-33985.31
-33978.14
-33969.49
-33985.04
-33981.82
-33991.21
-33985.49
-33971.27
-33988.17
-33999.66
-33992.96
-33975.68
-33964.17
-33977.58
-33984.29
-33987.91
-33980.77
-33967.92
-33984.46
-33992.46
-33996.29
-33984.75
-33980.04
-34000.64
-34007.53
-34011.64
-34005.29
-33998.32
-34008.11
-34020.41
-34016.89
-34013.18
-34004.07
-34015.2
-34016.11
-34011.71
-34001.96
-33984.33
-34000.67
-34009.14
-34003.55
-33991.93
-33975.28
-33996.02
-34002.3
-33996.58
-33996.8
-33986.07
-34005.74
-34023.2
-34023.24
-34011.8
-34003.73
-34020.72
-34031.22
-34029.59
-34013.92
-33996.71
-34015.46
-34019.51
-34019.64
-34006.7
-33992.91
-34001.23
-34001.74
-34002.68
-33987.77
-33967.41
-33984.82
-33993.11
-33981.56
-33973.33
-33953.1
-33956.01
-33960.77
-33959.25
-33945.91
-33923.53
-33932.56
-33941.17
-33934.57
-33929.97
-33910.66
-33924.61
-33935.98
-33926.68
-33915.95
-33906.93
-33925.45
-33935.78
-33935.13
-33920.89
-33903.93
-33913.79
-33928.25
-33928.47
-33919.96
-33897.18
-33909.81
-33926.84
-33930.28
-33918.91
-33904.93
-33916.87
-33934.42
-33934.62
-33926.68
-33905.58
-33918.01
-33929.05
-33931.38
-33921.81
-33910.1
-33922.06
-33931.2
-33924.98
-33914.3
-33906.39
-33925.41
-33942.87
-33952.79
-33949.5
-33924.65
-33918.12
-33912.6
-33910.93
-33899.62
-33877.62
-33891.66
-33906.86
-33912.96
-33906.01
-33886.03
-33907.48
-33927.91
-33923.22
-33910.7
-33888.66
-33906.61
-33914.12
-33913.72
-33901.76
-33886.9
-33899.53
-33913.72
-33913.7
-33902.57
-33887.86
-33895.82
-33905.18
-33908.91
-33910.48
-33888.15
-33892.75
-33897.96
-33896.96
-33895.05
-33880.3
-33890.09
-33900.62
-33911.73
-33906.12
-33880.44
-33897.0
-33907.62
-33903.48
-33902.36
-33882.36
-33889.51
-33904.2
-33906.48
-33911.86
-33898.57
-33905.88
-33910.57
-33912.6
-33901.4
-33885.24
-33898.3
-33910.46
-33910.81
-33903.5
-33882.74
-33895.1
-33904.38
-33905.74
-33905.27
-33888.71
-33895.79
-33909.96
-33905.67
-33900.31
-33888.42
-33900.8
-33907.17
-33900.24
-33897.52
-33883.1
-33887.79
-33894.68
-33900.98
-33894.81
-33886.09
-33901.98
-33913.43
-33911.44
-33909.5
-33901.43
-33904.4
-33917.39
-33919.15
-33909.14
-33887.3
-33898.92
-33912.67
-33913.09
-33910.14
-33887.95
-33900.87
-33917.83
-33909.85
-33904.71
-33889.47
-33895.91
-33904.49
-33909.76
-33909.81
-33895.1
-33903.21
-33913.54
-33921.14
-33914.32
-33893.43
-33897.36
-33905.72
-33909.43
-33903.86
-33884.5
-33892.3
-33902.61
-33902.43
-33907.53
-33891.14
-33894.92
-33901.56
-33899.64
-33900.58
-33882.47
-33887.72
-33895.84
-33904.85
